Date,0728.HK,0941.HK,AAPL,ACS.MC,ACX.MC,AMD,AMS.MC,AMT,AMZN,ANA.MC,BBVA.MC,BKT.MC,BRK-B,BTI,CABK.MC,CCI,CHT,ELE.MC,ENG.MC,FER.MC,GOOG,GRF.MC,HD,IBE.MC,ITX.MC,JNJ,JPM,LLY,MA,MAP.MC,MEL.MC,META,MSFT,NFLX,NTGY.MC,NVDA,ORAN,PG,REP.MC,SAN.MC,SIE.DE,T,TEF.MC,TSLA,UNH,V,VIS.MC,VZ,WMT,XOM
2010-01-06,0.052307832352684436,0.01451246436734177,-0.01420517750144279,0.019659561868089703,0.0033624408115180415,-0.013402073917233026,0.0,0.02185900029710952,-0.012322625662613107,-0.007840007013280692,0.010793633093610921,0.008824878297127414,-0.00030208807146148153,-0.004293713825713641,0.006242662899916596,-0.004796990075029428,-0.0021276806806764803,-0.009594875353631238,0.0,0.046728287045328054,-0.029501380759973328,-0.01889056791442545,0.0038368446133483225,-0.00014844340712072412,-0.006143314280701695,-0.003555800742070847,0.024970619776422565,-0.010329653809310502,-0.004400264397005471,0.027090075092686128,0.009787896568993926,0.0,-0.005815432899809125,-0.0029917163273227576,0.006483060319430134,0.021092381644785663,-0.00771897905142549,-0.0044179932293701984,-0.0015931298674127792,0.018282208016341395,0.0042768295845101445,-0.014674154681615481,-0.00882936270661605,0.0,0.008246309074261271,-0.024733692930348217,0.01675998626633901,-0.027002868817912362,-0.01216997348116522,0.012581252148023303
2010-01-08,0.014619937290116791,0.014305376488257027,0.004787696070226666,0.01162322635741142,0.006032465916038232,-0.0146289858007157,0.0,-0.0006751029988972812,0.009603013336729305,0.025093682323185318,0.0030512779855398353,-0.008075300435280819,0.0036254607889438795,0.0012320749901710837,0.010044490471627254,-0.011669303459916458,-0.019189743202296827,0.007965679524933877,0.0048076569850772355,-0.0020500486256721517,-0.010258769750871699,-0.02335102247531684,0.006949121345154241,-0.0074307877346838636,-0.01121806697532235,-0.00372377398919721,0.01730446694240051,-0.012693743962631232,-0.006182884275261369,-0.008466516406342106,-0.00807768711176271,0.0,-0.0035751551403632176,-0.0003751023440328183,-0.004144718673795511,-0.01747847762001775,-0.021003548764592317,-0.006737586813707619,-0.0005317069538427477,-0.0012522397119517636,0.01825085610392785,-0.01847173813828995,-0.027233164579603786,0.0,0.028625280787668572,0.01209846280008442,0.010439520255977275,-0.005325645013161018,-0.004480085683339685,-0.007140897276735392
2010-01-12,0.017291015232139273,0.0295500749905242,-0.020096468771539144,-0.0035086979663464524,-0.01199189368130038,-0.08271481032905104,0.0,-0.021180855088201223,-0.04621034818040126,-0.009271000879627178,-0.00722462899896148,-0.023202146309056593,-0.006622553058969083,0.0076911749713988176,0.0032170260081219038,-0.018223489319229902,0.007065432260630722,0.010679216925541857,0.0006380242235122235,-0.02567601901412153,-0.019168828991479203,0.012583857774840501,-0.03450600631750034,-0.0005988791302766749,0.008450947220486116,0.005450673651332449,-0.026634187069975224,0.010285540982066799,-0.0170091132417316,-0.0013130810329518017,-0.025244179978558656,0.0,-0.019243633682780592,-0.01744836571673347,0.0,-0.04743924711108727,0.007548733529784135,0.007445135497096356,-0.006386512321204019,-0.0171406400248848,-0.009708651408979474,-0.005166267603605945,-0.03165912284420158,0.0,-0.019877925316063805,-0.007585625600236123,-0.005981126497785483,0.005038960478878973,0.02625161333324799,0.006185325328966096
2010-01-14,-0.00283264700380792,0.03587711989553122,0.008232291996507435,0.020578243228042137,0.002696862614315343,0.04046247363062827,0.0,0.026933459856461228,0.0,0.004521030223913369,-0.006510292521987093,-0.002083896640743599,-0.0006060744776870131,0.00793774751845544,0.0128281569976052,0.009411690212747903,-0.0064760477388899895,0.014370190893121082,0.004143759824347892,0.018973579296812426,-0.0010669026350348387,0.016570023072765894,0.011436394853579168,-0.0011982615808247,0.029388306507344364,0.008364441098325459,0.027592713144573233,0.018099633924556713,0.04333904705468106,0.016112861869736816,0.008354105138266288,0.0,0.02959800931666612,-0.026350991931391343,-0.012905251692385877,-0.0022639324691737794,-0.005520653064437053,0.01133213035606051,0.0016072142306502446,-0.002126788374722466,0.013574590445676993,-0.028560644502051535,0.0032424533692636537,0.0,0.039625606722211604,0.01273993232623405,-0.004923488193696368,-0.02162307338319225,-0.009501664921699127,-0.0038597318349929965
2010-01-18,-0.019886658417456293,-0.031485784151733975,0.026786856132172243,-0.01634833929659285,0.006052876963091203,0.0011111365424261166,0.0,-0.009414912110175089,0.0020416194416268407,-0.0048146302809577435,-0.012336602738234559,-0.015172768226187516,0.010309283120288226,0.02998632710406235,-0.012953409100298185,0.005698154626734064,0.0038020290802223133,-0.01687519336781962,-0.014603031608867667,-0.01114894962385471,-0.003780634155939322,0.0040751162168519706,0.02049477885815909,-0.008099919158955471,0.0025648393719124307,0.0038399720186432784,-0.031550851605221863,0.039166642055346035,0.01639292261559877,-0.018770479276816743,0.008285065159981064,0.0,0.004521978017506978,0.004118483227728342,-0.012739164865378183,-0.011344462887816986,-0.013481077027437838,0.0022732918476706665,-0.013369477282914488,-0.01577147856155625,-0.006249923758426812,0.00038192563060013285,-0.003501278063781532,0.0,0.05432194179686278,0.0046891270956048725,-0.012094803208183125,0.0003196911730427576,-0.003319999499719173,-0.00588411430459701
2010-01-20,-0.011594131929848261,-0.005852002111613519,-0.01539219303445527,-0.013296659361992647,-0.008689887252791628,-0.015538328497925913,0.0,0.0031683543480913734,-0.014340538789756496,-0.04480429350615356,-0.017954672239660963,-0.02586622025697838,0.043217246095373474,-0.0007351338180995315,0.0026247113817325918,0.0033475150926944863,-0.008658167491386148,-0.00826406940869795,0.01224231189664926,-0.018249326986747083,-0.012269832313812179,0.004058223778395265,-0.007617610363220062,-0.017087259595995885,0.00689673450848205,-0.0030602618405001225,0.0027728901557406704,-0.0029400572741222764,-0.005136882612202021,-0.008904975431964002,0.01889900125793309,0.0,-0.016398556759156357,0.0007812026335192179,-0.0016977633950497895,-0.004016286796303614,-0.018489029466297713,-0.013544153761386624,-0.019240816355564294,-0.015158115505633063,-0.013926409368920867,-0.014122304132373364,-0.013513300492866476,0.0,-0.01651028619807804,-0.004894771406318554,0.017251303194594447,-0.016650388977454522,-0.003146672771274228,-0.01790127432137245
2010-01-22,-0.02052793563249189,-0.025506869094441997,-0.06602769983351697,-0.021336071054285366,-0.029669698917427545,-0.11161215150971382,0.0,-0.04850027036200988,-0.03458422779790016,-0.0068267169138247485,-0.034181318849489384,-0.023505581357555982,0.008342949641274577,-0.03310789330728081,-0.02559614541104127,-0.04132429001363891,-0.08692986765347044,-0.009188279193132365,-0.029599022953051946,-0.03504638145154282,-0.052376776446250495,-0.05982213735120023,-0.03279859365350846,-0.02276954179727586,-0.01900141141412659,-0.029930875471692042,-0.09769584582681168,-0.04772120804423985,-0.043965428712247956,-0.024625459586282705,-0.04193543392923649,0.0,-0.05328558066461653,-0.0068306269893864124,-0.013265423237694751,-0.05184315659277694,-0.030712616359040323,-0.0023158804947698286,-0.038408546919151076,-0.045734295165312355,-0.0162491114713198,-0.017034635249313035,-0.012602667228863162,0.0,-0.04023143401681095,-0.05364887123265849,0.009846346644394766,-0.012048180635751748,-0.01708136847412489,-0.028369856057679166
2010-01-26,-0.03293419750295412,-0.009396069379945637,0.041415926942054204,0.00430258509381054,-0.01285640477564931,0.026649750646846604,0.0,0.008535252918778102,-0.016058609936590806,-0.0016629475182673437,-0.009876660689696615,-0.010399672367564006,-0.029957182879202904,0.0004565847057689254,-0.0005975526995942726,0.0024093947708110353,0.021195548517519702,0.006901019893338578,0.000984030584935569,-0.011533635728402603,-0.013799728090554186,0.00214954493377828,0.00036057363847485924,-0.0006295591778867626,0.007657308880259173,-0.006487183439617739,-0.018386113549556993,0.018017935661243545,-0.012707947866804958,-0.003753078302206614,-0.005050664286756268,0.0,0.01864634365418394,-0.01847124170167247,-0.0037916844690814022,-0.015188067935592908,0.0076049607769583805,0.0063007038319053965,-0.0034480520507325085,-0.00783401007749529,0.04847160637669323,-0.002362465112922263,-0.0005548980810995419,0.0,-0.02171299677878913,-0.019098497100311307,0.004333961431258748,-0.005602919621705227,0.012656110050066616,-0.002722662195918879
2010-01-28,0.00309610998465093,0.010840060748492863,-0.032291137075915244,-0.026278271975763046,-0.03555074961928151,-0.025957977031656365,0.0,-0.005172005491150933,0.05482086838639866,-0.007217970231033877,-0.08769710981264989,-0.03348410580962813,0.08455882352941169,0.004107190465553634,-0.020011567637098215,-0.007211409595965779,-0.004789788854228982,-0.040051322285671764,-0.013761568763243637,-0.04419072376929489,-0.014988369784041722,-0.04676098676686813,-0.014064156849950105,-0.03182095848274302,0.012069963494021563,0.01608518448804719,0.027055318968585595,-0.011338473225044332,0.0033788872704989537,-0.04349286264113483,-0.030456758697259056,0.0,-0.011525314588207491,0.26206212135417295,0.0034601474635378437,-0.0074029439890404,-0.023061031654304842,0.01631223829394135,-0.027105307744889617,-0.06827681220557413,-0.01798123173758004,0.008289936063543335,-0.04081098481925616,0.0,0.030517889830079525,0.018484362056675696,0.019417618899561173,-0.02784251727392839,-0.01865336563555897,-0.014563415840407878
2010-02-01,0.01851858765169223,0.0020109099329739255,-0.02288109873268873,0.0005867323281834036,0.0010949552785655126,0.01269034304318195,0.0,0.01795889702730369,-0.05681184012080631,-0.03378095718394869,0.012756153948495053,0.0029528442411113076,0.022508524231991567,0.0009089539103677158,0.007009974140397501,0.0026902960426713474,0.007486659509947646,-0.015394769045515955,0.012292526807907045,0.035064813090506686,-0.0023770602825469167,-0.022052015609266173,0.038405452723669464,0.008948637727312025,0.020428588746291387,-0.011128361385531749,0.0037993428751670333,-0.02097915363192615,0.015915125264407637,0.039025994793862484,0.01047117082209259,0.0,-0.025720207896719693,-0.03188461170267287,-0.00517209423826126,0.02983217290645812,0.015021654097355341,0.0050257674869818025,0.01185550653578038,0.04689275593607456,0.002311141680526818,-0.00626447701004762,0.0028944910260009227,0.0,-0.008973736920194098,0.012220524061210769,0.012168981442708615,0.009546805678263048,0.01653682686309521,0.01878063093364646
